Age,Gender,Marital Status,Department,Job Role,Job Level,Monthly Income,Hourly Rate,Years At Company,Years In Current Role,Years Since Last Promotion,Work Life Balance,Job Satisfaction,Performance Rating,Training Hours Last Year,Overtime,Project Count,Average Hours Worked Per Week,Absenteeism,Work Environment Satisfaction,Relationship With Manager,Job Involvement,Distance From Home,Number Of Companies Worked,Attrition
58,Female,Single,Sales,Assistant,2,6228,50,11,14,6,2,1,3,80,Yes,5,40,19,3,3,4,12,2,No
25,Male,Married,HR,Analyst,3,7582,69,20,3,4,3,5,4,81,No,8,33,2,2,2,4,10,2,No
25,Male,Divorced,IT,Executive,4,16147,94,1,10,5,2,2,2,22,No,4,46,2,4,2,1,34,2,No
22,Male,Married,Marketing,Analyst,2,14397,72,8,7,0,3,5,1,97,Yes,3,45,13,3,4,3,24,1,No
26,Male,Married,Marketing,Analyst,2,9031,97,5,4,6,3,5,4,71,No,2,32,17,4,3,2,28,1,No
27,Female,Married,HR,Analyst,2,7243,79,17,13,5,3,4,4,12,No,4,54,18,2,3,3,22,4,Yes
34,Female,Married,HR,Executive,4,16647,83,8,13,3,2,2,2,22,Yes,4,39,9,3,3,3,45,2,No
48,Male,Divorced,IT,Assistant,1,14496,65,25,6,0,3,2,1,56,Yes,5,50,16,2,1,1,16,4,Yes
52,Female,Divorced,Finance,Executive,5,12549,36,10,14,8,1,5,3,61,Yes,7,44,14,1,3,3,13,1,Yes
49,Male,Divorced,HR,Assistant,3,18146,67,2,4,3,3,2,4,53,Yes,9,37,18,1,1,1,36,3,No
58,Female,Single,Finance,Analyst,1,7185,50,9,10,1,1,2,2,19,Yes,2,47,8,4,4,4,36,2,No
46,Male,Divorced,Sales,Manager,3,15486,82,24,7,7,4,4,3,85,Yes,5,32,3,2,2,4,43,3,No
55,Female,Married,Marketing,Analyst,5,10328,50,23,1,1,4,3,4,51,Yes,9,36,14,2,4,4,23,1,No
48,Male,Divorced,Finance,Assistant,4,19684,66,3,3,4,2,1,1,22,Yes,3,59,18,4,3,2,14,2,No
57,Male,Married,Marketing,Executive,2,6010,67,18,13,5,2,3,4,34,Yes,1,39,15,4,3,2,32,4,No
52,Female,Single,Finance,Analyst,2,8555,96,7,3,7,4,2,3,66,Yes,2,49,7,4,4,3,3,4,No
56,Male,Married,Sales,Executive,4,3067,64,15,1,0,3,5,3,33,No,6,38,16,1,1,1,27,1,No
46,Female,Married,HR,Executive,1,15185,94,21,6,0,3,1,1,32,No,5,43,0,4,1,3,19,3,Yes
52,Female,Married,Sales,Executive,1,4537,55,22,13,3,3,1,1,45,Yes,1,52,6,1,1,4,22,1,No
23,Male,Single,HR,Analyst,3,19781,32,20,11,4,4,5,2,80,No,1,43,17,4,2,3,1,3,No
41,Female,Divorced,HR,Executive,4,14549,36,18,14,8,1,1,1,44,No,4,40,11,2,2,3,5,1,Yes
21,Female,Divorced,Marketing,Executive,1,8680,80,25,9,6,2,5,2,18,No,4,57,15,2,3,3,49,4,No
29,Female,Single,Sales,Analyst,4,11747,35,3,8,6,1,1,3,93,No,6,30,0,4,4,4,33,3,No
24,Female,Married,Finance,Executive,5,18116,58,28,11,7,4,3,3,86,No,6,33,14,4,4,1,19,1,Yes
29,Female,Divorced,Sales,Analyst,2,5941,61,23,7,4,1,1,4,14,No,6,55,6,1,3,3,36,2,No
52,Male,Single,Marketing,Assistant,2,13849,53,14,10,4,3,4,4,77,Yes,1,56,16,3,1,4,6,4,No
57,Female,Divorced,HR,Assistant,2,10067,43,24,8,0,3,5,2,65,Yes,9,35,2,1,2,2,15,4,No
32,Female,Single,Marketing,Assistant,4,13151,68,2,6,8,1,1,1,38,No,7,51,10,2,4,1,36,2,No
50,Female,Married,IT,Executive,4,18126,99,14,9,5,4,5,1,17,No,7,55,5,4,3,4,33,1,No
55,Female,Divorced,IT,Manager,3,18613,31,22,3,8,1,4,4,69,Yes,7,51,5,2,1,3,24,3,No
43,Female,Single,Finance,Manager,2,9447,94,11,10,2,3,1,3,58,No,2,34,14,3,1,4,27,4,No
34,Male,Divorced,Marketing,Executive,3,8499,74,16,10,4,3,1,2,31,No,2,32,6,1,2,1,49,1,Yes
48,Female,Divorced,Finance,Manager,2,9273,45,8,9,1,4,4,3,20,No,6,31,10,2,2,3,11,2,No
27,Male,Divorced,Finance,Analyst,3,4299,87,7,4,9,1,4,3,39,No,7,32,16,1,3,2,49,3,No
24,Male,Divorced,IT,Manager,3,9701,92,11,7,4,3,4,1,91,No,3,38,17,4,3,2,23,1,No
48,Male,Single,Finance,Executive,5,7994,63,3,13,7,3,5,2,26,Yes,4,48,18,2,1,2,33,1,No
23,Male,Married,IT,Executive,3,18627,16,17,9,1,1,4,3,1,Yes,3,48,7,3,1,4,41,4,No
31,Female,Single,HR,Analyst,4,10489,62,14,2,7,1,5,4,96,No,7,46,19,1,4,1,46,4,Yes
21,Male,Single,Marketing,Assistant,3,11269,28,6,2,3,2,3,4,79,Yes,7,47,7,1,1,2,47,3,No
46,Male,Single,Finance,Executive,2,5831,73,8,9,9,4,1,1,38,No,4,40,10,3,3,3,29,1,No
50,Female,Married,IT,Analyst,3,14602,72,22,12,9,4,1,4,85,No,7,41,2,2,2,3,31,2,No
55,Female,Divorced,Sales,Manager,1,14819,72,5,13,0,1,2,4,55,No,5,32,13,2,3,3,1,2,No
55,Female,Divorced,Finance,Manager,2,4996,65,27,3,4,4,3,3,12,No,1,47,8,1,4,4,34,3,Yes
45,Male,Divorced,HR,Analyst,1,14619,98,28,9,0,3,4,4,55,No,4,53,0,3,4,1,18,1,No
46,Female,Married,HR,Analyst,2,19661,16,8,13,6,1,4,4,65,No,7,35,0,1,2,1,18,4,No
24,Female,Divorced,Sales,Executive,4,6089,55,2,5,7,1,3,3,77,No,2,36,11,1,3,2,6,1,No
39,Male,Married,IT,Manager,4,3523,97,15,6,2,1,4,1,55,No,2,30,10,4,4,1,40,4,No
30,Female,Divorced,Finance,Analyst,4,15410,96,12,2,2,2,2,1,27,No,1,35,0,2,3,3,1,2,No
29,Female,Divorced,IT,Manager,1,18732,30,17,8,6,4,5,2,63,Yes,2,47,19,2,4,3,47,3,No
59,Female,Single,HR,Analyst,5,11167,18,1,11,3,2,1,4,70,No,8,42,11,4,2,4,42,3,No
57,Female,Married,IT,Manager,2,8190,26,15,9,2,3,3,3,81,Yes,8,51,16,2,4,3,30,3,No
25,Male,Single,HR,Assistant,4,7575,43,14,2,7,4,1,2,63,Yes,8,48,14,2,3,1,4,4,No
27,Female,Single,IT,Executive,2,10727,21,20,6,2,2,5,1,55,No,1,36,1,2,3,3,32,2,No
42,Female,Single,Sales,Manager,1,18378,28,22,6,6,1,3,1,40,Yes,1,48,17,3,4,2,10,2,Yes
45,Male,Married,Marketing,Assistant,5,4797,26,16,8,1,2,5,3,99,No,4,38,15,4,1,4,43,3,Yes
31,Female,Married,Sales,Manager,1,5131,19,29,10,0,1,4,2,40,No,6,32,3,1,2,4,5,3,No
45,Male,Divorced,Sales,Manager,2,17900,95,9,12,5,2,4,2,99,No,8,52,7,3,2,1,9,4,No
32,Female,Single,Marketing,Assistant,5,14332,46,1,5,7,2,4,3,3,No,2,41,1,1,4,3,5,4,No
59,Male,Divorced,Marketing,Manager,5,9666,88,28,9,0,2,5,3,56,Yes,3,49,13,4,4,3,11,1,No
37,Male,Single,Finance,Manager,1,19526,57,17,1,9,1,5,2,29,Yes,6,53,14,4,1,1,35,4,No
44,Male,Married,Finance,Executive,4,15479,95,29,9,8,2,5,1,87,No,4,59,8,4,2,1,27,1,No
52,Male,Married,Sales,Assistant,2,4410,83,13,10,2,4,1,4,83,Yes,2,47,1,2,1,2,4,3,No
59,Female,Married,Sales,Assistant,3,15665,59,21,7,2,4,5,1,45,Yes,7,37,16,3,2,1,10,2,No
31,Male,Single,HR,Analyst,3,3534,23,26,4,3,4,4,3,55,Yes,4,38,9,4,4,3,39,4,No
55,Female,Married,HR,Manager,1,6364,63,21,3,0,1,2,2,30,No,8,42,8,1,2,2,33,2,Yes
23,Male,Single,Finance,Executive,2,6342,47,5,14,8,1,5,2,87,Yes,8,37,1,2,2,4,38,4,No
24,Male,Divorced,Finance,Manager,2,16465,32,10,10,2,4,2,4,6,Yes,7,51,18,2,2,3,8,4,No
56,Male,Single,HR,Manager,1,7500,23,6,11,9,4,4,2,89,Yes,9,39,16,3,1,4,49,1,No
27,Female,Divorced,HR,Analyst,2,4172,76,24,14,3,4,5,4,76,No,4,46,10,3,1,4,24,4,No
47,Male,Single,IT,Manager,4,11007,71,19,6,0,3,1,1,53,Yes,7,36,16,3,2,4,39,3,Yes
50,Female,Divorced,IT,Executive,1,4641,43,25,12,3,4,1,1,7,Yes,1,46,9,2,3,3,33,2,No
28,Female,Married,HR,Executive,4,19855,92,13,13,0,2,2,2,54,No,4,52,17,4,1,4,41,4,No
48,Female,Divorced,IT,Analyst,2,11738,39,1,1,4,3,1,2,68,Yes,2,59,5,1,4,3,43,2,No
